focal_event,time,behavior,people_pass,human_squirrel_engage,conspecific_interaction,trail,photo,contact,food_item,notes,
A_01_31J19,18:22:00,eating,5,N,,off,,,apple,,
A_01_31J19,18:22:37,walking,,,,on,,,,,
A_01_31J19,18:23:00,stopped,,,,on,,,,,
A_01_31J19,18:23:30,walking,,,,on,,,,,
A_01_31J19,18:23:45,sniffing,10,N,,on,,,,ground,
A_01_31J19,18:24:00,drinking,,,,on,,,,,
A_01_31J19,18:26:22,sniffing,2,N,,on,,,,ground,
A_01_31J19,18:27:05,sniffing,2,N,,on,,,,,
A_01_31J19,18:27:27,sniffing,2,N,,on,,,,taking pictures of scenery,
A_01_31J19,18:28:00,staring,,,,on,,,,,
A_01_31J19,18:28:22,drinking,,,,on,,,,,
A_01_31J19,18:28:30,drinking,2,Y,,on,Y,,,photographing squirrel,
A_01_31J19,18:29:52,eating,3,N,,on,,,,sand,
A_01_31J19,18:30:00,walking,,,,on,,,,,
A_01_31J19,18:30:28,running,,,,on,,,,,
A_01_31J19,18:30:48,eating,,,,on,,,,,
A_01_31J19,18:31:27,hop,,,,on,,,,,
A_01_31J19,18:31:45,hop,,,,off,,,,,
A_01_31J19,18:32:00,end,,,,,,,,,
A_02_31J19,18:32:25,sniffing,,,,on,,,,juvenile ,
A_02_31J19,18:32:40,drinking,,,,on,,,,,
A_02_31J19,18:32:49,drinking,4,N,,on,,,,within 0.5 ft of squirrel,
A_02_31J19,18:33:01,walking,,,,on,,,,,
A_02_31J19,18:33:22,walking,,,,on,,,,,
A_02_31J19,18:33:40,walking,4,N,,on,,,,,
A_02_31J19,18:34:00,walking,4,N,,on,,,,,
A_02_31J19,18:34:17,sniffing,,,,on,,,,,
A_02_31J19,18:34:42,sniffing,5,Y,,on,,,,Stopped,
A_02_31J19,18:34:50,sniffing,3,Y,,off,Y,,,take pictures of squirrel,
A_02_31J19,18:35:19,sniffing,4,Y,,off,,,,,
A_02_31J19,18:35:59,staring,,,,off,,,,,
A_02_31J19,18:36:18,digging,3,Y,,on,,,,Stopped,
A_02_31J19,18:36:49,digging,2,N,,on,,,,,
A_02_31J19,18:36:52,digging,4,N,,on,,,,,
A_02_31J19,18:37:00,digging,2,N,,on,,,,,
A_02_31J19,18:37:19,digging,2,Y,,on,,,,Stopped,
A_02_31J19,18:37:28,digging,8,N,,on,,,,,
A_02_31J19,18:37:38,digging,,,,on,,,,new dig location,
A_02_31J19,18:38:27,walking,4,Y,,on,,,,one person extends hand,
A_02_31J19,18:40:29,oos,,,,off,,,,,
A_02_31J19,18:41:01,walking,,,,off,,,,,
A_02_31J19,18:41:30,licking,,,,off,,,,,
A_02_31J19,18:41:38,licking,2,Y,,off,Y,,,take pictures of squirrel,
A_02_31J19,18:41:56,sniffing,,,,off,,,,,
A_02_31J19,18:42:02,walking,,,,off,,,,,
A_02_31J19,18:42:30,end,,,,,,,,,
A_03_31J19,18:46:24,digging,,,,off,,,,,
A_03_31J19,18:46:55,walking,,,,on,,,,,
A_03_31J19,18:47:10,walking,,,,off,,,,,
A_03_31J19,18:47:19,walking,,,,on,,,,,
A_03_31J19,18:48:15,walking,2,N,,on,,,,,
A_03_31J19,18:48:36,eating,,,,off,,,grass,,
A_03_31J19,18:48:53,eating,5,N,,off,,,,within 2 ft of squirrel,
A_03_31J19,18:49:06,eating,2,N,,off,,,,,
A_03_31J19,18:49:41,eating,3,N,,off,,,,within 1 ft of squirrel,
A_03_31J19,18:50:08,eating,2,N,,off,,,,,
A_03_31J19,18:50:30,eating,1,N,,off,,,,within 3 ft of squirrel,
A_03_31J19,18:51:18,walking,,,,off,,,,,
A_03_31J19,18:51:24,eating,,,,off,,,unknown,,
A_03_31J19,18:52:01,walking,,,,on,,,,,
A_03_31J19,18:53:18,walking,,,,off,,,,,
A_03_31J19,18:53:32,walking,2,N,,off,,,,,
A_03_31J19,18:54:33,eating,,,,off,,,unknown,,
A_03_31J19,18:55:36,walking,,,,off,,,,,
A_03_31J19,18:55:44,eating,,,,off,,,unknown,,
A_03_31J19,18:56:06,eating,,,,off,,,moth,caught from chasing,
A_03_31J19,18:56:44,end,,,,,,,,,
A_04_31J19,18:56:44,bite,3,Y,,on,,Y,,bites/snaps at girl walking by playing music,
A_04_31J19,18:56:59,staring,3,Y,,on,Y,,,photographing squirrel,
A_04_31J19,18:57:29,hop,,,,on,,,,on wall,
A_04_31J19,18:57:41,staring,,,,on,,,,,
A_04_31J19,18:57:55,walking,,,,on,,,,,
A_04_31J19,18:58:17,eating,,,,on,,,grape,grape,
A_04_31J19,18:58:24,walking,,,,on,,,,,
A_04_31J19,18:58:35,walking,3,N,,on,,,,,
A_04_31J19,18:58:52,walking,2,N,,on,,,,,
A_04_31J19,18:59:01,walking,3,N,,on,,,,,
A_04_31J19,18:59:15,walking,6,N,,on,,,,,
A_04_31J19,19:00:16,walking,3,N,,on,,,,,
A_04_31J19,19:00:37,staring,,,,on,,,,,
A_04_31J19,19:00:43,walking,,,,on,,,,,
A_04_31J19,19:01:06,staring,,,,on,,,,,
A_04_31J19,19:01:12,walking,,,,on,,,,,
A_04_31J19,19:01:17,sniffing,,,,on,,,,,
A_04_31J19,19:01:42,staring,,,,off,,,,,
A_04_31J19,19:01:53,sniffing,,,,off,,,,,
A_04_31J19,19:02:01,walking,,,,on,,,,,
A_04_31J19,19:02:56,walking,,,,off,,,,,
A_04_31J19,19:03:05,walking,,,,off,,,,,
A_04_31J19,19:03:25,drinking,,,,off,,,,,
A_04_31J19,19:03:54,walking,,,,off,,,,,
A_04_31J19,19:04:29,walking,3,Y,,off,Y,,,photo,
A_04_31J19,19:04:35,hop,,,,on,,,,on wall,
A_04_31J19,19:04:44,walking,,,,on,,,,,
A_04_31J19,19:04:58,walking,,,,on,,,,3 people from 19:04:35 leave,
A_04_31J19,19:05:09,walking,,,,on,,,,,
A_04_31J19,19:05:49,walking,1,N,,on,,,,1 ft from girl,
A_04_31J19,19:06:01,walking,,,,on,,,,,
A_04_31J19,19:07:00,end,,,,on,,,,,
A_05_31J19,19:15:00,eating,2,Y,,on,,Y,sunflower seeds,"feeding squirrel sunflower seeds, petting squirrel",
A_05_31J19,19:15:44,walking,3,N,,off,,,,"""don�t pet the squirrel, that's how you get diseases and get sick""",
A_05_31J19,19:16:23,digging,,,,off,,,,,
A_05_31J19,19:16:49,oos,,,,off,,,,,
A_05_31J19,19:19:00,end,,,,,,,,,
Z_01_31J19,18:24:00,eating,,,,off,,,grass,,
Z_01_31J19,18:25:00,eating,,,,on,,,unknown,,
Z_01_31J19,18:25:30,eating,,,,off,,,grass,,
Z_01_31J19,18:28:17,eating,1,N,,off,,,grass,,
Z_01_31J19,18:29:00,eating,2,Y,,off,Y,,,photograph,
Z_01_31J19,18:30:00,eating,4,N,,off,,,grass,,
Z_01_31J19,18:32:00,eating,2,Y,,,Y,,,photograph- within about 6 in of squirrel,
Z_01_31J19,18:34:00,end,,,,off,,,,,
Z_02_31J19,18:39:00,eating,,,,off,,,paper food wrapper,,
Z_02_31J19,18:40:00,sniffing,,,,off,,,,ground near wrapper,
Z_02_31J19,18:42:00,begging,,,,on,,,,behavior directed towards observer,
Z_02_31J19,18:43:00,sniffing,,,,off,,,,,
Z_02_31J19,18:46:00,walking,,,,off,,,,,
Z_02_31J19,18:46:30,oos,,,,,,,,,
Z_02_31J19,18:47:00,end,,,,,,,,,
Z_03_31J19,19:02:00,walking,,,,on,,,,,
Z_03_31J19,19:03:00,eating,,,,off,,,grass,,
Z_03_31J19,19:03:30,digging ,,,,off,,,,,
Z_03_31J19,19:04:00,eating,,,,off,,,unknown,item retrieved from dig,
Z_03_31J19,19:05:00,begging,,,,on,,,,behavior directed towards observer,
Z_03_31J19,19:06:00,walking,,,,off,,,,,
Z_03_31J19,19:06:15,drinking,,,,off,,,,,
Z_03_31J19,19:07:30,running,1,Y,,on,,,,chased by child,
Z_03_31J19,19:07:45,eating,,,,off,,,grass,,
Z_03_31J19,19:07:50,walking,,,,on,,,,,
Z_03_31J19,19:09:00,eating,,,,off,,,grass,,
Z_03_31J19,19:12:00,end,,,,,,,,,
Z_01_01A19,18:09:58,begging,,,,on,,,,behavior directed towards observer,
Z_01_01A19,18:10:22,walking,1,Y,,on,,,,hiker does air kiss/pursed lips ,
Z_01_01A19,18:10:40,begging,,,,on,,,,behavior directed towards observer,
Z_01_01A19,18:11:19,walking,1,Y,,on,Y,,,photograph,
Z_01_01A19,18:11:39,begging,,,,on,,,,behavior directed towards observer,
Z_01_01A19,18:11:59,walking,,,,on,,,,,
Z_01_01A19,18:12:16,walking,3,N,,on,,,,,
Z_01_01A19,18:12:35,walking,1,Y,,on,,Y,,approaches and pets,
Z_01_01A19,18:13:06,walking,,,,on,,,,,
Z_01_01A19,18:13:20,walking,1,Y,,on,Y,,,photographed,
Z_01_01A19,18:13:30,eating,,,,on,,,unknown,unknown,
Z_01_01A19,18:13:42,begging,,,,on,,,,behavior directed towards observer,
Z_01_01A19,18:13:57,walking,2,Y,,on,Y,,,photographed,
Z_01_01A19,18:14:08,begging,,,,on,,,,behavior directed towards observer,
Z_01_01A19,18:14:21,sniffing,,,,on,,,,,
Z_01_01A19,18:14:42,sniffing,2,N,,on,,,,,
Z_01_01A19,18:14:50,eating,,,,on,,,unknown,,
Z_01_01A19,18:15:17,eating,3,Y,,on,,,,whistling at squirrel,
Z_01_01A19,18:15:27,begging,,,,on,,,,behavior directed at observer,
Z_01_01A19,18:15:47,sniffing,,,,on,,,,,
Z_01_01A19,18:16:15,eating,,,,on,,,orange peel,,
Z_01_01A19,18:17:21,walking,5,N,,on,,,,follows hiker for ~30 s,
Z_01_01A19,18:17:56,sniffing,,,,on,,,,,
Z_01_01A19,18:17:58,sniffing,7,N,,on,,,,,
Z_01_01A19,18:18:14,sniffing,2,,,on,,,,,
Z_01_01A19,18:18:56,eating,,,,on,,,unknown,,
Z_01_01A19,18:19:00,end,,,,,,,,,
Z_02_01A19,18:24:58,sniffing,,,,off,,,,,
Z_02_01A19,18:25:30,sniffing,3,N,,off,,,,,
Z_02_01A19,18:25:48,eating,,,,off,,,blueberry,,
Z_02_01A19,18:26:00,chasing,,,yes,off,,,,2 squirrels,
Z_02_01A19,18:26:15,vocalizing,,,,off,,,,chirping noise directed to other squirrel,
Z_02_01A19,18:26:53,eating,,,,off,,,blueberry,,
Z_02_01A19,18:27:31,chasing,,,yes,off,,,,,
Z_02_01A19,18:27:40,sniffing,,,,off,,,,,
Z_02_01A19,18:27:49,chasing,,,yes,off,,,,,
Z_02_01A19,18:28:07,sniffing,,,,off,,,,,
Z_02_01A19,18:28:24,chasing,,,yes,off,,,,,
Z_02_01A19,18:28:36,sniffing,,,,off,,,,,
Z_02_01A19,18:29:28,eating,,,,off,,,unknown,,
Z_02_01A19,18:29:56,digging ,,,,off,,,,,
Z_02_01A19,18:30:04,eating,,,,off,,,unknown,,
Z_02_01A19,18:31:04,digging ,,,,off,,,,,
Z_02_01A19,18:31:15,sniffing,,,,off,,,,,
Z_02_01A19,18:31:25,digging ,,,,off,,,,,
Z_02_01A19,18:31:43,sniffing,,,,off,,,,,
Z_02_01A19,18:32:20,digging ,,,,off,,,,,
Z_02_01A19,18:32:40,sniffing,,,,off,,,,,
Z_02_01A19,18:33:40,licking,,,,off,,,,,
Z_02_01A19,18:33:59,sniffing,,,,off,,,,,
Z_02_01A19,18:34:52,oos,,,,off,,,,,
Z_02_01A19,18:34:55,end,,,,off,,,,,
Z_03_01A19,18:39:20,begging,1,N,,on,,,,,
Z_03_01A19,18:39:33,sniffing,,,,on,,,,,
Z_03_01A19,18:39:40,laying,,,,on,,,,,
Z_03_01A19,18:40:03,staring,,,,on,,,,,
Z_03_01A19,18:40:13,running,,,,on,,,,,
Z_03_01A19,18:40:35,sniffing,,,,on,,,,,
Z_03_01A19,18:41:19,sniffing,4,N,,on,,,,,
Z_03_01A19,18:41:51,eating,,,,on,,,unknown,,
Z_03_01A19,18:42:15,eating,4,N,,on,,,,,
Z_03_01A19,18:42:28,sniffing,,,,on,,,,,
Z_03_01A19,18:42:43,sniffing,6,N,,on,,,,,
Z_03_01A19,18:42:57,licking,,,,on,,,,,
Z_03_01A19,18:43:01,running,,,,on,,,,,
Z_03_01A19,18:43:13,sniffing,,,,on,,,,,
Z_03_01A19,18:43:24,sniffing,3,N,,on,,,,,
Z_03_01A19,18:43:30,sniffing,,,,on,,,,,
Z_03_01A19,18:43:56,sniffing,3,N,,on,,,,,
Z_03_01A19,18:44:16,sniffing,2,N,,on,,,,,
Z_03_01A19,18:44:21,sniffing,,,,on,,,,,
Z_03_01A19,18:45:41,eating,,,,on,,,unknown,,
Z_03_01A19,18:45:42,eating,2,N,,on,,,,,
Z_03_01A19,18:45:58,eating,2,N,,on,,,,,
Z_03_01A19,18:46:07,sniffing,,,,on,,,,,
Z_03_01A19,18:46:46,sniffing,2,N,,on,,,,,
Z_03_01A19,18:47:13,sniffing,,,,on,,,,,
Z_03_01A19,18:47:36,eating,,,,on,,,unknown,,
Z_03_01A19,18:47:47,sniffing,,,,on,,,,,
Z_03_01A19,18:47:49,sniffing,6,N,,on,,,,,
Z_03_01A19,18:48:01,eating,,,,on,,,,,
Z_03_01A19,18:48:39,sniffing,,,,on,,,,,
Z_03_01A19,18:48:40,sniffing,1,Y,,on,,,,approaches squirrel (no contact),
Z_03_01A19,18:49:00,end,,,,,,,,,
A_01_1A19,18:13:45,eating,,,,off,,,grass,,
A_01_1A19,18:14:00,walking,,,,off,,,,,
A_01_1A19,18:14:24,eating,,,,off,,,grass,,
A_01_1A19,18:15:00,oos,,,,off,,,,,
A_01_1A19,18:15:15,eating,,,,off,,,grass,another squirrel is ~6 ft away,
A_01_1A19,18:18:23,walking,,,,off,,,,,
A_01_1A19,18:18:36,walking,3,N,,on,,,,,
A_01_1A19,18:18:45,begging,,,,on,,,,,
A_01_1A19,18:18:50,walking,4,N,,on,,,,,
A_01_1A19,18:18:59,begging,,,,on,,,,,
A_01_1A19,18:19:00,walking,,,,off,,,,,
A_01_1A19,18:19:21,eating,2,N,,off,,,grass,people passing are running,
A_01_1A19,18:19:37,eating,3,N,,off,,,,people passing are running,
A_01_1A19,18:19:48,eating,2,N,,off,,,,,
A_01_1A19,18:20:27,eating,,,yes,off,,,,other squirrel is ~1 ft away,
A_01_1A19,18:20:35,eating,5,N,,off,,,,,
A_01_1A19,18:20:48,chasing,,,yes,off,,,,with juvenile,
A_01_1A19,18:21:08,begging,,,,off,,,,,
A_01_1A19,18:21:15,sniffing,,,,off,,,,,
A_01_1A19,18:21:25,begging,10,N,,on,,,,,
A_01_1A19,18:21:37,begging,1,Y,,on,Y,,,photographing squirrel,
A_01_1A19,18:21:50,begging,5,Y,,on,,,,"group stops, boy claps at squirrel",
A_01_1A19,18:22:00,walking,,,,on,,,,,
A_01_1A19,18:22:09,walking,3,N,,on,,,,,
A_01_1A19,18:22:11,walking,2,N,,on,,,,,
A_01_1A19,18:22:19,walking,4,N,,on,,,,,
A_01_1A19,18:22:22,walking,2,N,,on,,,,,
A_01_1A19,18:22:29,walking,,,,off,,,,,
A_01_1A19,18:23:02,walking,5,N,,off,,,,,
A_01_1A19,18:23:15,oos,,,,,,,,,
A_02_1A19,18:25:17,walking,,,,off,,,,,
A_02_1A19,18:25:27,eating,,,,off,,,moth,,
A_02_1A19,18:25:58,sniffing,,,,off,,,,,
A_02_1A19,18:26:55,chasing,,,yes,off,,,,,
A_02_1A19,18:27:00,chasing,2,N,yes,off,,,,,
A_02_1A19,18:27:28,chasing,2,Y,yes,off,Y,,,pic of squirrel,
A_02_1A19,18:27:48,eating,,,,off,,,unknown,,
A_02_1A19,18:27:53,eating,4,N,,off,,,,,
A_02_1A19,18:27:56,eating,3,N,,off,,,,,
A_02_1A19,18:28:15,chasing,,,yes,off,,,,,
A_02_1A19,18:28:22,eating,,,,off,,,unkown,,
A_02_1A19,18:28:34,running,,,,off,,,,,
A_02_1A19,18:28:47,sniffing,,,,off,,,,,
A_02_1A19,18:29:06,chasing,,,yes,off,,,,,
A_02_1A19,18:29:15,sniffing,,,,off,,,,,
A_02_1A19,18:29:25,sniffing,6,N,,off,,,,,
A_02_1A19,18:29:56,sniffing,,,,off,,,,,
A_02_1A19,18:30:01,sniffing,3,N,,off,,,,,
A_02_1A19,18:30:21,sniffing,10,N,,on,,,,,
A_02_1A19,18:30:51,sniffing,,,,off,,,,,
A_02_1A19,18:30:56,walking,2,N,,off,,,,,
A_02_1A19,18:31:09,chewing,3,N,,off,,,,,
A_02_1A19,18:31:39,chewing,4,N,,off,,,,,
A_02_1A19,18:32:02,chewing,1,N,,off,,,,,
A_02_1A19,18:32:40,chewing,2,N,,off,,,,,
A_02_1A19,18:33:10,chewing,2,N,,off,,,,,
A_02_1A19,18:33:14,chewing,3,N,,off,,,,,
A_02_1A19,18:33:41,walking,,,,off,,,,,
A_02_1A19,18:33:55,sniffing,,,,off,,,,,
A_02_1A19,18:34:21,walking,3,N,,off,,,,,
A_02_1A19,18:34:33,staring,,,,off,,,,,
A_02_1A19,18:34:36,sniffing,,,,off,,,,,
A_02_1A19,18:34:52,digging,,,,off,,,,,
A_02_1A19,18:35:00,sniffing,,,,off,,,,,
A_02_1A19,18:35:30,sniffing,3,N,,off,,,,,
A_02_1A19,18:36:00,end,,,,,,,,,
A_03_1A19,18:40:00,digging,,,,off,,,,,
A_03_1A19,18:40:22,eating,,,,off,,,unkown,,
A_03_1A19,18:40:42,eating,,,yes,off,,,,other squirrel passes,
A_03_1A19,18:40:49,eating,3,N,yes,off,,,,other squirrel approaches,
A_03_1A19,18:41:12,contact,,,,off,,,,,
A_03_1A19,18:41:27,sniffing,,,,off,,,,,
A_03_1A19,18:41:41,sniffing,,,,on,,,,,
A_03_1A19,18:41:53,sniffing,2,N,,on,,,,,
A_03_1A19,18:41:59,sniffing,2,N,,on,,,,,
A_03_1A19,18:42:09,sniffing,15,N,,on,,,,,
A_03_1A19,18:42:25,begging,,,,on,,,,,
A_03_1A19,18:42:30,walking,,,,on,,,,,
A_03_1A19,18:42:43,sniffing,,,,on,,,,,
A_03_1A19,18:42:49,sniffing,3,N,,on,,,,,
A_03_1A19,18:42:56,walking,2,N,,on,,,,,
A_03_1A19,18:43:10,sniffing,2,N,,on,,,,,
A_03_1A19,18:43:24,sniffing,2,N,,on,,,,,
A_03_1A19,18:43:39,walking,,,,on,,,,,
A_03_1A19,18:43:42,sniffing,,,,on,,,,,
A_03_1A19,18:44:01,walking,,,,on,,,,,
A_03_1A19,18:44:12,walking,,,,off,,,,,
A_03_1A19,18:44:20,oos,,,,off,,,,,
A_03_1A19,18:44:55,digging,2,N,,off,,,,,
A_03_1A19,18:45:38,eating,3,N,,off,,,grass,,
A_03_1A19,18:45:48,eating,2,N,,off,,,,,
A_03_1A19,18:45:59,eating,2,N,,off,,,,,
A_03_1A19,18:46:05,eating,1,N,,off,,,,,
A_03_1A19,18:46:13,digging,2,N,,off,,,,,
A_03_1A19,18:46:33,eating,,,,off,,,grass,,
A_03_1A19,18:46:43,eating,2,N,,off,,,,,
A_03_1A19,18:47:15,eating,5,N,,off,,,,,
A_03_1A19,18:47:27,walking,,,,on,,,,,
A_03_1A19,18:47:36,walking,2,Y,,on,,,,stop to look at squirrel,
A_03_1A19,18:47:46,begging,,,,on,,,,,
A_03_1A19,18:47:51,sniffing,,,,on,,,,,
A_03_1A19,18:48:05,sniffing,,,,off,,,,,
A_03_1A19,18:48:19,walking,,,,on,,,,,
A_03_1A19,18:48:33,sniffing,3,Y,,on,,,,1 person charges at squirrel,
A_03_1A19,18:48:50,begging,2,N,,on,,,,on wall,
A_03_1A19,18:48:52,begging,3,N,,on,,,,,
A_03_1A19,18:49:07,walking,2,N,,on,,,,,
A_03_1A19,18:49:26,sniffing,2,N,,off,,,,,
A_03_1A19,18:49:59,sniffing,2,N,,off,,,,,
A_03_1A19,18:50:07,sniffing,4,N,,off,,,,,
A_03_1A19,18:50:12,sniffing,1,N,,off,,,,,
A_03_1A19,18:51:00,end,,,,,,,,,
A_04_1A19,18:51:00,sitting,,,,on,,,,near squirrel 3,
A_04_1A19,18:51:22,sitting,1,N,,on,,,,,
A_04_1A19,18:51:53,walking,,,,off,,,,,
A_04_1A19,18:52:05,digging,,,,off,,,,,
A_04_1A19,18:52:19,walking,,,,off,,,,,
A_04_1A19,18:52:25,drinking,,,,off,,,,,
A_04_1A19,18:52:41,walking,,,,off,,,,,
A_04_1A19,18:52:46,oos,,,,off,,,,,
A_04_1A19,18:53:08,hop,,,,off,,,,on wall,
A_04_1A19,18:53:26,itching,,,,off,,,,,
A_04_1A19,18:53:37,staring,2,N,,off,,,,,
A_04_1A19,18:53:43,walking,,,,on,,,,,
A_04_1A19,18:54:07,climbing,5,N,,on,,,,,
A_04_1A19,18:54:40,walking,,,,off,,,,,
A_04_1A19,18:54:52,sitting,,,,on,,,,,
A_04_1A19,18:55:24,sitting,15,N,,on,,,,,
A_04_1A19,18:55:59,oos,20,N,,on,,,,,
A_04_1A19,18:56:54,end,,,,,,,,,
A_05_1A19,18:57:42,hunting,,,,off,,,moth,,
A_05_1A19,18:58:13,digging,,,,off,,,,,
A_05_1A19,18:58:19,hunting,5,N,,off,,,moth,,
A_05_1A19,18:58:57,hunting,7,N,,off,,,,,
A_05_1A19,18:59:35,eating,,,,off,,,moth,,
A_05_1A19,18:59:42,hunting,,,,off,,,moth,,
A_05_1A19,18:59:51,eating,,,,off,,,unknown,,
A_05_1A19,19:00:06,eating,5,N,,off,,,,,
A_05_1A19,19:00:19,eating,2,N,,off,,,,,
A_05_1A19,19:00:26,walking,,,,off,,,,,
A_05_1A19,19:00:33,chewing,,,,off,,,,,
A_05_1A19,19:00:46,sitting,,,,off,,,,,
A_05_1A19,19:00:53,walking,8,N,,off,,,,,
A_05_1A19,19:01:21,walking,4,N,,off,,,,,
A_05_1A19,19:01:33,walking,2,N,,off,,,,,
A_05_1A19,19:02:03,walking,3,Y,,off,,,,stop,
A_05_1A19,19:02:29,walking,,Y,yes,off,,,,approach squirrel,
A_05_1A19,19:02:26,begging,,,,off,,,,,
A_05_1A19,19:02:44,walking,,,,off,,,,,
A_05_1A19,19:02:46,chewing,3,N,,off,,,,,
A_05_1A19,19:03:30,chewing,3,N,,off,,,,,
A_05_1A19,19:03:35,walking,3,N,,off,,,,,
A_05_1A19,19:03:45,itching,,,,off,,,,,
A_05_1A19,19:03:46,walking,3,N,,off,,,,,
A_05_1A19,19:04:04,walking,3,N,,off,,,,,
A_05_1A19,19:04:22,walking,3,N,,off,,,,,
A_05_1A19,19:04:26,walking,3,N,,off,,,,,
A_05_1A19,19:04:43,walking,4,N,,off,,,,,
A_05_1A19,19:04:58,drinking,,,,off,,,,,
A_05_1A19,19:05:23,walking,4,N,,on,,,,,
A_05_1A19,19:05:51,begging,2,Y,,on,,Y,,pet squirrel,
A_05_1A19,19:06:02,walking,3,Y,,on,,,,approach,
A_05_1A19,19:06:20,walking,2,N,,on,,,,,
A_05_1A19,19:06:29,begging,3,Y,,on,Y,Y,,"photo taken, man offers hand to squirrel",
A_05_1A19,19:06:45,walking,,,,on,,,,,
A_05_1A19,19:07:07,end,,,,,,,,,
A_06_1A19,19:14:00,sitting,,,,off,,,,,
A_06_1A19,19:15:14,chewing,2,N,,off,,,,,
A_06_1A19,19:16:17,sitting,2,N,,off,,,,,
A_06_1A19,19:16:19,sitting,2,N,,off,,,,,
A_06_1A19,19:16:28,sitting,4,N,,off,,,,,
A_06_1A19,19:16:40,walking,,,,on,,,,,
A_06_1A19,19:17:02,sniffing,,,,on,,,,,
A_06_1A19,19:17:16,walking,,,,on,,,,,
A_06_1A19,19:17:24,walking,2,N,,on,,,,,
A_06_1A19,19:17:35,sitting,,,,on,,,,,
A_06_1A19,19:17:43,walking,,,,on,,,,,
A_06_1A19,19:17:51,sitting,,,,on,,,,,
A_06_1A19,19:18:09,walking,,,,on,,,,,
A_06_1A19,19:18:23,sitting,,,,on,,,,,
A_06_1A19,19:18:37,walking,,,,off,,,,,
A_06_1A19,19:18:49,climbing,,,,off,,,,,
A_06_1A19,19:19:00,climbing,2,N,,off,,,,,
A_06_1A19,19:19:13,sniffing,,,,off,,,,,
A_06_1A19,19:19:49,sitting,,,,off,,,,,
A_06_1A19,19:20:06,sniffing,2,Y,,off,,,,stop,
A_06_1A19,19:20:41,sniffing,,Y,,off,,Y,,offer hand,
A_06_1A19,19:20:54,walking,,,,off,,,,,
A_06_1A19,19:20:58,climbing,4,N,,off,,,,,
A_06_1A19,19:21:17,oos,,,,off,,,,,
A_06_1A19,19:21:25,walking,,,,on,,,,,
A_06_1A19,19:21:46,walking,4,N,,on,,,,squirrel approaches,
A_06_1A19,19:22:03,sniffing,,,,on,,,,,
A_06_1A19,19:22:15,sitting,,,,on,,,,,
A_06_1A19,19:22:46,walking,5,Y,,on,,,,2 ppl stop,
A_06_1A19,19:23:41,climbing,,,,on,,,,,
A_06_1A19,19:23:58,oos/end,,,,,,,,,
A_01_2A19,12:10:00,begging,,,,on,,,,,
A_01_2A19,12:10:18,begging,2,N,,on,,,,,
A_01_2A19,12:10:24,begging,3,N,,on,,,,,
A_01_2A19,12:10:38,begging,3,Y,,on,Y,,,photo,
A_01_2A19,12:10:40,begging,2,N,,on,,,,,
A_01_2A19,12:10:49,laying,,,,on,,,,,
A_01_2A19,12:10:53,laying,2,N,,on,,,,,
A_01_2A19,12:11:03,laying,4,N,,on,,,,,
A_01_2A19,12:11:08,laying,2,N,,on,,,,,
A_01_2A19,12:11:12,sniffing,4,Y,,on,,,,stop,
A_01_2A19,12:11:28,oos,,,,off,,,,,
A_02_2A19,12:15:00,sniffing,,,,off,,,,,
A_02_2A19,12:16:00,begging,1,Y,,off,,Y,,extend hand,
A_02_2A19,12:16:27,walking,,,,off,,,,crawls on backpack,
A_02_2A19,12:16:43,walking,2,N,,off,,,,,
A_02_2A19,12:16:58,walking,2,Y,,off,Y,,,photo,
A_02_2A19,12:17:45,digging,,,,off,,,,,
A_02_2A19,12:18:12,chewing,,,,off,,,,,
A_02_2A19,12:18:40,sniffing,,,,off,,,,,
A_02_2A19,12:19:05,sniffing,2,Y,,on,,,,stop,
A_02_2A19,12:19:27,sniffing,3,Y,,on,,,,stop,
A_02_2A19,12:19:47,sniffing,3,N,,on,,,,,
A_02_2A19,12:19:54,sniffing,2,N,,on,,,,,
A_02_2A19,12:19:59,sniffing,2,N,,on,,,,,
A_02_2A19,12:20:05,sniffing,3,N,,on,,,,,
A_02_2A19,12:20:14,sniffing,7,N,,on,,,,,
A_02_2A19,12:20:31,sniffing,3,N,,on,,,,,
A_02_2A19,12:20:41,sniffing,5,N,,on,,,,,
A_02_2A19,12:20:44,sniffing,4,Y,,on,Y,,,photo,
A_02_2A19,12:21:01,sniffing,4,N,,on,,,,,
A_02_2A19,12:21:12,oos,2,N,,on,,,,,
A_02_2A19,12:21:21,walking,2,N,,off,,,,,
A_02_2A19,12:21:48,walking,2,N,,off,,,,,
A_02_2A19,12:21:57,walking,2,N,,off,,,,,
A_02_2A19,12:22:05,walking,1,N,,off,,,,,
A_02_2A19,12:22:19,standing,,,,off,,,,,
A_02_2A19,12:22:25,chewing,1,N,,off,,,,,
A_02_2A19,12:22:48,chewing,2,N,,off,,,,,
A_02_2A19,12:23:15,chewing,1,N,,off,,,,,
A_02_2A19,12:23:29,chewing,1,N,,off,,,,,
A_02_2A19,12:23:40,chewing,1,N,,off,,,,,
A_02_2A19,12:23:50,chewing,6,N,,off,,,,,
A_02_2A19,12:23:58,walking,,,,off,,,,,
A_02_2A19,12:24:00,oos,,,,off,,,,,
A_02_2A19,12:25:00,end,,,,,,,,,
A_03_2A19,12:31:00,sniffing,2,Y,,off,Y,,,photo,
